Store ID,store_name,DSP ID,DSP Name
298d0d99-66f9-4ff0-a9da-83543b13d496,King Fuels - Hardy Shell,f4574d20-013b-5de9-9ff0-aac1a97dd1e7,UberEats
eba86faa-9e3e-4577-92fa-0da67def0ae5,Rotten Robbie #70,f62871f7-004d-583f-b06d-241182634468,UberEats
9715c6a3-22fd-4c74-90c8-a8f6480a1297,King Fuels - Aldine Shell,1ccd1c21-d0a3-5d2f-a909-4cd3d271b245,UberEats
25413651-7d2f-4cf6-b473-c985a61c3455,King Fuels - Almeda Shell,f21493ca-87ba-564e-923e-201749ae7515,UberEats
90ed290c-baf7-4bcf-9b09-26f013c01c7e,King Fuels - Rankin Road,fdadb96c-922e-50d7-994d-54a1dedbbcda,UberEats
48aca849-7408-4767-8211-e26cecfcf109,King Fuels - Garth Road,25020499-4118-5ccf-832e-101a4952741c,UberEats
4171fa3a-8598-4a7b-a352-35fd09c67886,King Fuels - San Jacinto,cedfd5d9-b6d5-5e7b-8e91-b31fc3213b17,UberEats
af4468c1-fd01-41b8-9650-5d0e0ecc5eb5,King Fuels - Scott Street,7ac24055-0226-5da4-b321-04caf3820e72,UberEats
9254c9a4-c418-4a6d-8d78-ced61e225f4d,Clipper Petroleum #41,f584bf5c-86f9-5889-b5b2-988ba77d4240,UberEats
48aaaf1e-8a58-4973-bebb-8dcdbbef0c1e,Clipper Petroleum #43,a0c3c520-fc7f-59ee-8354-b078cb1f8677,UberEats
f1d5bdd6-707c-477e-bf5e-c76c8374a87a,Clipper Petroleum #75,fe3f9a0c-4ff6-5164-8459-f5f07740504c,UberEats
da2b237b-05d7-42bf-aecf-c5a8112c2acf,Westland Fuel Inc Shell (N Middlebelt Rd),cbc2a4d8-67cf-50a0-bb09-0d409ffb56a8,UberEats
6ed44cd4-3320-4514-a273-ce067d949298,Moes 3 BP (Shaefer Hwy),5f513beb-770c-50c8-bbaf-8ad1117a0d93,UberEats
676dd850-cfed-4301-870c-a1201450842b,Davison Fuel Inc Shell (W Davison),db2f7e0e-d621-5995-b4bc-b333f3511818,UberEats
72bd929c-786a-43dd-a0ef-b3b610533ba2,Sunoco Willard Road,d164b510-fec0-5be0-9147-1a00956a58c1,UberEats
336a4156-6aaa-46b7-bd8a-2b5e12f613f3,Circle K- Civic Energy Center,5812cf97-0779-5db0-931e-d231074cb01c,UberEats
